Account  ↑,APHIS Registration Number,State,Fiscal Year,Animal,"COLUMN B: HELD, NOT USED",COLUMN C: USED NO PAIN,COLUMN D: USED PAIN MINIMIZED,COLUMN E: PAIN NOT MINIMIZED
,34-R-0142,Michigan (MI),2021,Cats,,,,
,34-R-0142,Michigan (MI),2021,Guinea Pigs,,,,
,34-R-0142,Michigan (MI),2021,Hamsters,,,,
,34-R-0142,Michigan (MI),2021,Rabbits,0,2,0,0
,34-R-0142,Michigan (MI),2021,Non-Human Primates,,,,
,34-R-0142,Michigan (MI),2021,Sheep,,,,
,34-R-0142,Michigan (MI),2021,Pigs,,,,
,34-R-0142,Michigan (MI),2021,Other Animals,0,0,0,0
MID-ATLANTIC STATES VETERINARY CLINIC,51-R-0072,Maryland (MD),2021,Dogs,,,,
,51-R-0072,Maryland (MD),2021,Cats,,,,
,51-R-0072,Maryland (MD),2021,Guinea Pigs,,,,
,51-R-0072,Maryland (MD),2021,Hamsters,,,,
,51-R-0072,Maryland (MD),2021,Rabbits,,,,
,51-R-0072,Maryland (MD),2021,Non-Human Primates,,,,
,51-R-0072,Maryland (MD),2021,Sheep,,,,
,51-R-0072,Maryland (MD),2021,Pigs,,,,
,51-R-0072,Maryland (MD),2021,Other Animals,,,,
MIDDLEBURY COLLEGE,13-R-0010,Vermont (VT),2021,Dogs,0,0,0,0
,13-R-0010,Vermont (VT),2021,Cats,0,0,0,0
,13-R-0010,Vermont (VT),2021,Guinea Pigs,0,0,0,0
,13-R-0010,Vermont (VT),2021,Hamsters,0,0,0,0
,13-R-0010,Vermont (VT),2021,Rabbits,0,0,0,0
,13-R-0010,Vermont (VT),2021,Non-Human Primates,0,0,0,0
,13-R-0010,Vermont (VT),2021,Sheep,0,0,0,0
,13-R-0010,Vermont (VT),2021,Pigs,0,0,0,0
,13-R-0010,Vermont (VT),2021,Other Animals,0,0,0,0
MIDDLESEX COMMUNITY COLLEGE,16-R-0054,Connecticut (CT),2021,Dogs,,,,
,16-R-0054,Connecticut (CT),2021,Cats,,,,
,16-R-0054,Connecticut (CT),2021,Guinea Pigs,,,,
,16-R-0054,Connecticut (CT),2021,Hamsters,,,,
,16-R-0054,Connecticut (CT),2021,Rabbits,,,,
,16-R-0054,Connecticut (CT),2021,Non-Human Primates,,,,
,16-R-0054,Connecticut (CT),2021,Sheep,,,,
,16-R-0054,Connecticut (CT),2021,Pigs,,,,
,16-R-0054,Connecticut (CT),2021,Other Animals,,,,
MIDWESTERN UNIVERSITY,33-R-0010,Illinois (IL),2021,Dogs,,,,
,33-R-0010,Illinois (IL),2021,Cats,,,,
,33-R-0010,Illinois (IL),2021,Guinea Pigs,,,,
,33-R-0010,Illinois (IL),2021,Hamsters,,,,
,33-R-0010,Illinois (IL),2021,Rabbits,,,,
,33-R-0010,Illinois (IL),2021,Non-Human Primates,,,,
,33-R-0010,Illinois (IL),2021,Sheep,,,,
,33-R-0010,Illinois (IL),2021,Pigs,,,,
,33-R-0010,Illinois (IL),2021,Other Animals,0,28,36,0
,33-R-0010,Illinois (IL),2021,Cattle / Cow / Ox / Watusi,0,20,0,0
,33-R-0010,Illinois (IL),2021,Domestic Horse,0,8,0,0
,33-R-0010,Illinois (IL),2021,Deer mouse,0,0,36,0
MIDWEST VETERINARY SERVICES INC,47-R-0036,Nebraska (NE),2021,Dogs,,,,
,47-R-0036,Nebraska (NE),2021,Cats,,,,
,47-R-0036,Nebraska (NE),2021,Guinea Pigs,,,,
,47-R-0036,Nebraska (NE),2021,Hamsters,,,,
,47-R-0036,Nebraska (NE),2021,Rabbits,,,,
,47-R-0036,Nebraska (NE),2021,Non-Human Primates,,,,
,47-R-0036,Nebraska (NE),2021,Sheep,,,,
,47-R-0036,Nebraska (NE),2021,Pigs,,,,
,47-R-0036,Nebraska (NE),2021,Other Animals,,,,
MILLENNIUM BIORESEARCH INC,23-R-0061,Pennsylvania (PA),2021,Dogs,0,0,0,0
,23-R-0061,Pennsylvania (PA),2021,Cats,0,0,0,0
,23-R-0061,Pennsylvania (PA),2021,Guinea Pigs,2,268,0,160
,23-R-0061,Pennsylvania (PA),2021,Hamsters,0,0,0,0
,23-R-0061,Pennsylvania (PA),2021,Rabbits,0,90,3,9
,23-R-0061,Pennsylvania (PA),2021,Non-Human Primates,0,0,0,0
,23-R-0061,Pennsylvania (PA),2021,Sheep,0,0,0,0
,23-R-0061,Pennsylvania (PA),2021,Pigs,0,0,0,0
,23-R-0061,Pennsylvania (PA),2021,Other Animals,0,0,0,0
MILWAUKEE CAREER COLLEGE,35-R-0130,Wisconsin (WI),2021,Dogs,,,,
,35-R-0130,Wisconsin (WI),2021,Cats,2,0,0,0
,35-R-0130,Wisconsin (WI),2021,Guinea Pigs,2,0,0,0
,35-R-0130,Wisconsin (WI),2021,Hamsters,,,,
,35-R-0130,Wisconsin (WI),2021,Rabbits,2,0,0,0
,35-R-0130,Wisconsin (WI),2021,Non-Human Primates,,,,
,35-R-0130,Wisconsin (WI),2021,Sheep,,,,
,35-R-0130,Wisconsin (WI),2021,Pigs,,,,
,35-R-0130,Wisconsin (WI),2021,Other Animals,0,0,0,0
MISPRO BIOTECH SERVICES CORPORATION,21-R-0233,New York (NY),2021,Dogs,,,,
,21-R-0233,New York (NY),2021,Cats,,,,
,21-R-0233,New York (NY),2021,Guinea Pigs,,,,
,21-R-0233,New York (NY),2021,Hamsters,,,,
,21-R-0233,New York (NY),2021,Rabbits,0,0,52,0
,21-R-0233,New York (NY),2021,Non-Human Primates,,,,
,21-R-0233,New York (NY),2021,Sheep,,,,
,21-R-0233,New York (NY),2021,Pigs,,,,
,21-R-0233,New York (NY),2021,Other Animals,0,0,0,0
MISSISSIPPI STATE UNIVERSITY,65-R-0002,Mississippi (MS),2021,Dogs,1,19,5,0
,65-R-0002,Mississippi (MS),2021,Cats,,,,
,65-R-0002,Mississippi (MS),2021,Guinea Pigs,24,0,8,0
,65-R-0002,Mississippi (MS),2021,Hamsters,,,,
,65-R-0002,Mississippi (MS),2021,Rabbits,0,0,3,0
,65-R-0002,Mississippi (MS),2021,Non-Human Primates,,,,
,65-R-0002,Mississippi (MS),2021,Sheep,0,5,0,0
,65-R-0002,Mississippi (MS),2021,Pigs,,,,
,65-R-0002,Mississippi (MS),2021,Other Animals,13,10,124,0
,65-R-0002,Mississippi (MS),2021,Domestic Goat,0,1,5,0
,65-R-0002,Mississippi (MS),2021,Cattle / Cow / Ox / Watusi,0,3,93,0
,65-R-0002,Mississippi (MS),2021,Domestic Horse,0,6,26,0
,65-R-0002,Mississippi (MS),2021,White-tailed deer,13,0,0,0
MISSOURI STATE UNIVERSITY,43-R-0052,Missouri (MO),2021,Dogs,0,0,0,0
,43-R-0052,Missouri (MO),2021,Cats,0,0,0,0
,43-R-0052,Missouri (MO),2021,Guinea Pigs,0,0,0,0
,43-R-0052,Missouri (MO),2021,Hamsters,0,0,0,0
,43-R-0052,Missouri (MO),2021,Rabbits,0,0,0,0
,43-R-0052,Missouri (MO),2021,Non-Human Primates,0,0,0,0
,43-R-0052,Missouri (MO),2021,Sheep,0,0,0,0
,43-R-0052,Missouri (MO),2021,Pigs,0,0,0,0
,43-R-0052,Missouri (MO),2021,Other Animals,0,55,0,0
,43-R-0052,Missouri (MO),2021,Aztec Deermouse,0,27,0,0
,43-R-0052,Missouri (MO),2021,Prairie vole,0,24,0,0
,43-R-0052,Missouri (MO),2021,Hispid cotton rat,0,1,0,0
,43-R-0052,Missouri (MO),2021,ARS FISH (Fish used for ARS facility research purposes),0,2,0,0
,43-R-0052,Missouri (MO),2021,Eastern cottontail rabbit,0,1,0,0
Missouri Western State University,43-R-0105,Missouri (MO),2021,Dogs,,,,
,43-R-0105,Missouri (MO),2021,Cats,,,,
,43-R-0105,Missouri (MO),2021,Guinea Pigs,,,,
,43-R-0105,Missouri (MO),2021,Hamsters,,,,
,43-R-0105,Missouri (MO),2021,Rabbits,,,,
,43-R-0105,Missouri (MO),2021,Non-Human Primates,,,,
,43-R-0105,Missouri (MO),2021,Sheep,,,,
,43-R-0105,Missouri (MO),2021,Pigs,,,,
,43-R-0105,Missouri (MO),2021,Other Animals,0,25,0,0
,43-R-0105,Missouri (MO),2021,Raccoon,0,16,0,0
,43-R-0105,Missouri (MO),2021,Virginia opossum,0,9,0,0
MOLECULAR TOXICOLOGY INC,55-R-0136,North Carolina (NC),2021,Dogs,0,0,0,0
,55-R-0136,North Carolina (NC),2021,Cats,0,0,0,0
,55-R-0136,North Carolina (NC),2021,Guinea Pigs,0,0,0,0
,55-R-0136,North Carolina (NC),2021,Hamsters,0,0,0,0
,55-R-0136,North Carolina (NC),2021,Rabbits,0,0,0,0
,55-R-0136,North Carolina (NC),2021,Non-Human Primates,0,0,0,0
,55-R-0136,North Carolina (NC),2021,Sheep,0,0,0,0
,55-R-0136,North Carolina (NC),2021,Pigs,0,0,0,0
,55-R-0136,North Carolina (NC),2021,Other Animals,0,0,0,0
MONELL CHEMICAL SENSES CENTER,23-R-0088,Pennsylvania (PA),2021,Dogs,,,,
,23-R-0088,Pennsylvania (PA),2021,Cats,,,,
,23-R-0088,Pennsylvania (PA),2021,Guinea Pigs,,,,
,23-R-0088,Pennsylvania (PA),2021,Hamsters,,,,
,23-R-0088,Pennsylvania (PA),2021,Rabbits,,,,
,23-R-0088,Pennsylvania (PA),2021,Non-Human Primates,,,,
,23-R-0088,Pennsylvania (PA),2021,Sheep,,,,
,23-R-0088,Pennsylvania (PA),2021,Pigs,,,,
,23-R-0088,Pennsylvania (PA),2021,Other Animals,,,,
Montana State University,81-R-0002,Montana (MT),2021,Dogs,0,0,0,0
,81-R-0002,Montana (MT),2021,Cats,0,1,0,0
,81-R-0002,Montana (MT),2021,Guinea Pigs,0,0,27,0
,81-R-0002,Montana (MT),2021,Hamsters,0,0,0,0
,81-R-0002,Montana (MT),2021,Rabbits,0,0,0,0
,81-R-0002,Montana (MT),2021,Non-Human Primates,3,2,1,0
,81-R-0002,Montana (MT),2021,Sheep,0,0,0,0
,81-R-0002,Montana (MT),2021,Pigs,0,0,0,0
,81-R-0002,Montana (MT),2021,Other Animals,0,7,15,0
,81-R-0002,Montana (MT),2021,Jamaican fruit-eating bat / Jamaican fruit bat,0,2,15,0
,81-R-0002,Montana (MT),2021,Domestic Horse,0,2,0,0
,81-R-0002,Montana (MT),2021,Cattle / Cow / Ox / Watusi,0,3,0,0
MONTCLAIR STATE UNIVERSITY,22-R-0158,New Jersey (NJ),2021,Dogs,,,,
,22-R-0158,New Jersey (NJ),2021,Cats,,,,
,22-R-0158,New Jersey (NJ),2021,Guinea Pigs,,,,
,22-R-0158,New Jersey (NJ),2021,Hamsters,,,,
,22-R-0158,New Jersey (NJ),2021,Rabbits,,,,
,22-R-0158,New Jersey (NJ),2021,Non-Human Primates,,,,
,22-R-0158,New Jersey (NJ),2021,Sheep,,,,
,22-R-0158,New Jersey (NJ),2021,Pigs,,,,
,22-R-0158,New Jersey (NJ),2021,Other Animals,0,11,0,0
,22-R-0158,New Jersey (NJ),2021,Mongolian gerbil (common pet / research variety),0,11,0,0
MONTEFIORE MEDICAL CENTER,21-R-0081,New York (NY),2021,Dogs,,,,
,21-R-0081,New York (NY),2021,Cats,,,,
,21-R-0081,New York (NY),2021,Guinea Pigs,,,,
,21-R-0081,New York (NY),2021,Hamsters,,,,
,21-R-0081,New York (NY),2021,Rabbits,,,,
,21-R-0081,New York (NY),2021,Non-Human Primates,,,,
,21-R-0081,New York (NY),2021,Sheep,,,,
,21-R-0081,New York (NY),2021,Pigs,0,0,28,0
,21-R-0081,New York (NY),2021,Other Animals,0,0,0,0
Monterey Bay Aquarium,93-R-0476,California (CA),2021,Dogs,,,,
,93-R-0476,California (CA),2021,Cats,,,,
,93-R-0476,California (CA),2021,Guinea Pigs,,,,
,93-R-0476,California (CA),2021,Hamsters,,,,
,93-R-0476,California (CA),2021,Rabbits,,,,
,93-R-0476,California (CA),2021,Non-Human Primates,,,,
,93-R-0476,California (CA),2021,Sheep,,,,
,93-R-0476,California (CA),2021,Pigs,,,,
,93-R-0476,California (CA),2021,Other Animals,5,2,2,0
,93-R-0476,California (CA),2021,Sea otter,5,2,2,0
MOREHEAD STATE UNIVERSITY,61-R-0004,Kentucky (KY),2021,Dogs,126,50,76,0
,61-R-0004,Kentucky (KY),2021,Cats,78,30,48,0
,61-R-0004,Kentucky (KY),2021,Guinea Pigs,0,0,0,0
,61-R-0004,Kentucky (KY),2021,Hamsters,0,0,0,0
,61-R-0004,Kentucky (KY),2021,Rabbits,18,0,18,0
,61-R-0004,Kentucky (KY),2021,Non-Human Primates,0,0,0,0
,61-R-0004,Kentucky (KY),2021,Sheep,35,35,0,0
,61-R-0004,Kentucky (KY),2021,Pigs,60,60,0,0
,61-R-0004,Kentucky (KY),2021,Other Animals,125,125,0,0
,61-R-0004,Kentucky (KY),2021,Cattle / Cow / Ox / Watusi,80,80,0,0
,61-R-0004,Kentucky (KY),2021,Domestic Horse,45,45,0,0
MOREHOUSE SCHOOL OF MEDICINE,57-R-0124,Georgia (GA),2021,Dogs,,,,
,57-R-0124,Georgia (GA),2021,Cats,,,,
,57-R-0124,Georgia (GA),2021,Guinea Pigs,,,,
,57-R-0124,Georgia (GA),2021,Hamsters,,,,
,57-R-0124,Georgia (GA),2021,Rabbits,,,,
,57-R-0124,Georgia (GA),2021,Non-Human Primates,,,,
,57-R-0124,Georgia (GA),2021,Sheep,,,,
,57-R-0124,Georgia (GA),2021,Pigs,,,,
,57-R-0124,Georgia (GA),2021,Other Animals,,,,
MOTE MARINE LABORATORY,58-R-0041,Florida (FL),2021,Dogs,,,,
,58-R-0041,Florida (FL),2021,Cats,,,,
,58-R-0041,Florida (FL),2021,Guinea Pigs,,,,
,58-R-0041,Florida (FL),2021,Hamsters,,,,
,58-R-0041,Florida (FL),2021,Rabbits,,,,
,58-R-0041,Florida (FL),2021,Non-Human Primates,,,,
,58-R-0041,Florida (FL),2021,Sheep,,,,
,58-R-0041,Florida (FL),2021,Pigs,,,,
,58-R-0041,Florida (FL),2021,Other Animals,0,5,0,0
,58-R-0041,Florida (FL),2021,North American river otter,0,3,0,0
,58-R-0041,Florida (FL),2021,Caribbean manatee,0,2,0,0
MOUNTAIN WEST RESEARCH,84-R-0093,Colorado (CO),2021,Dogs,3,141,30,0
,84-R-0093,Colorado (CO),2021,Cats,,,,
,84-R-0093,Colorado (CO),2021,Guinea Pigs,0,0,50,0
,84-R-0093,Colorado (CO),2021,Hamsters,,,,
,84-R-0093,Colorado (CO),2021,Rabbits,32,46,124,0
,84-R-0093,Colorado (CO),2021,Non-Human Primates,,,,
,84-R-0093,Colorado (CO),2021,Sheep,,,,
,84-R-0093,Colorado (CO),2021,Pigs,0,0,21,0
,84-R-0093,Colorado (CO),2021,Other Animals,0,0,0,0
MOUNT HOLYOKE COLLEGE,14-R-0114,Massachusetts (MA),2021,Dogs,,,,
,14-R-0114,Massachusetts (MA),2021,Cats,,,,
,14-R-0114,Massachusetts (MA),2021,Guinea Pigs,,,,
,14-R-0114,Massachusetts (MA),2021,Hamsters,,,,
,14-R-0114,Massachusetts (MA),2021,Rabbits,,,,
,14-R-0114,Massachusetts (MA),2021,Non-Human Primates,,,,
,14-R-0114,Massachusetts (MA),2021,Sheep,,,,
,14-R-0114,Massachusetts (MA),2021,Pigs,,,,
,14-R-0114,Massachusetts (MA),2021,Other Animals,,,,
MOUNT SAN ANTONIO COLLEGE,93-R-0117,California (CA),2021,Dogs,0,0,24,0
,93-R-0117,California (CA),2021,Cats,0,0,0,0
,93-R-0117,California (CA),2021,Guinea Pigs,0,0,0,0
,93-R-0117,California (CA),2021,Hamsters,0,0,0,0
,93-R-0117,California (CA),2021,Rabbits,0,0,0,0
,93-R-0117,California (CA),2021,Non-Human Primates,0,0,0,0
,93-R-0117,California (CA),2021,Sheep,42,0,0,0
,93-R-0117,California (CA),2021,Pigs,19,0,0,0
,93-R-0117,California (CA),2021,Other Animals,37,2,0,0
,93-R-0117,California (CA),2021,Cattle / Cow / Ox / Watusi,27,0,0,0
,93-R-0117,California (CA),2021,Domestic Horse,10,2,0,0
MOUNT SINAI MEDICAL CENTER,58-R-0005,Florida (FL),2021,Dogs,,,,
,58-R-0005,Florida (FL),2021,Cats,,,,
,58-R-0005,Florida (FL),2021,Guinea Pigs,,,,
,58-R-0005,Florida (FL),2021,Hamsters,,,,
,58-R-0005,Florida (FL),2021,Rabbits,,,,
,58-R-0005,Florida (FL),2021,Non-Human Primates,,,,
,58-R-0005,Florida (FL),2021,Sheep,2,0,64,0
,58-R-0005,Florida (FL),2021,Pigs,0,0,40,0
,58-R-0005,Florida (FL),2021,Other Animals,0,0,0,0
MOUNT SINAI SCHOOL OF MEDICINE,21-R-0040,New York (NY),2021,Dogs,,,,
,21-R-0040,New York (NY),2021,Cats,,,,
,21-R-0040,New York (NY),2021,Guinea Pigs,124,104,0,0
,21-R-0040,New York (NY),2021,Hamsters,0,1167,1557,0
,21-R-0040,New York (NY),2021,Rabbits,40,0,10,0
,21-R-0040,New York (NY),2021,Non-Human Primates,3,0,0,0
,21-R-0040,New York (NY),2021,Sheep,0,0,1,0
,21-R-0040,New York (NY),2021,Pigs,67,0,67,0
,21-R-0040,New York (NY),2021,Other Animals,64,18,66,0
,21-R-0040,New York (NY),2021,Domestic Ferret,64,0,66,0
,21-R-0040,New York (NY),2021,American mink,0,18,0,0
Mountwest Community and Technical College,54-R-0009,West Virginia,2021,Dogs,0,44,12,0
,54-R-0009,West Virginia,2021,Cats,0,41,13,0
,54-R-0009,West Virginia,2021,Guinea Pigs,,,,
,54-R-0009,West Virginia,2021,Hamsters,,,,
,54-R-0009,West Virginia,2021,Rabbits,0,0,4,0
,54-R-0009,West Virginia,2021,Non-Human Primates,,,,
,54-R-0009,West Virginia,2021,Sheep,,,,
,54-R-0009,West Virginia,2021,Pigs,,,,
,54-R-0009,West Virginia,2021,Other Animals,0,0,0,0
MO U OF SCIENCE AND TECHNOLOGY,43-R-0130,Missouri (MO),2021,Dogs,0,0,0,0
,43-R-0130,Missouri (MO),2021,Cats,0,0,0,0
,43-R-0130,Missouri (MO),2021,Guinea Pigs,0,0,0,0
,43-R-0130,Missouri (MO),2021,Hamsters,0,0,0,0
,43-R-0130,Missouri (MO),2021,Rabbits,0,0,0,0
,43-R-0130,Missouri (MO),2021,Non-Human Primates,0,0,0,0
,43-R-0130,Missouri (MO),2021,Sheep,0,0,0,0
,43-R-0130,Missouri (MO),2021,Pigs,0,0,0,0
,43-R-0130,Missouri (MO),2021,Other Animals,0,0,0,0
MRIGlobal,43-R-0009,Missouri (MO),2021,Dogs,0,0,0,30
,43-R-0009,Missouri (MO),2021,Cats,,,,
,43-R-0009,Missouri (MO),2021,Guinea Pigs,0,34,0,487
,43-R-0009,Missouri (MO),2021,Hamsters,0,0,0,779
,43-R-0009,Missouri (MO),2021,Rabbits,0,0,216,0
,43-R-0009,Missouri (MO),2021,Non-Human Primates,0,20,8,59
,43-R-0009,Missouri (MO),2021,Sheep,,,,
,43-R-0009,Missouri (MO),2021,Pigs,0,0,28,0
,43-R-0009,Missouri (MO),2021,Other Animals,0,0,0,0
MT. STERLING BIOMEDICAL,87-R-0024,Utah (UT),2021,Dogs,0,0,0,0
,87-R-0024,Utah (UT),2021,Cats,0,0,0,0
,87-R-0024,Utah (UT),2021,Guinea Pigs,0,0,0,0
,87-R-0024,Utah (UT),2021,Hamsters,0,0,0,0
,87-R-0024,Utah (UT),2021,Rabbits,0,0,0,0
,87-R-0024,Utah (UT),2021,Non-Human Primates,0,0,0,0
,87-R-0024,Utah (UT),2021,Sheep,0,0,0,0
,87-R-0024,Utah (UT),2021,Pigs,0,0,4,0
,87-R-0024,Utah (UT),2021,Other Animals,0,0,0,0
MURRAY STATE COLLEGE,73-R-0016,Oklahoma (OK),2021,Dogs,0,27,23,0
,73-R-0016,Oklahoma (OK),2021,Cats,0,19,19,0
,73-R-0016,Oklahoma (OK),2021,Guinea Pigs,,,,
,73-R-0016,Oklahoma (OK),2021,Hamsters,,,,
,73-R-0016,Oklahoma (OK),2021,Rabbits,0,3,0,0
,73-R-0016,Oklahoma (OK),2021,Non-Human Primates,,,,
,73-R-0016,Oklahoma (OK),2021,Sheep,,,,
,73-R-0016,Oklahoma (OK),2021,Pigs,0,27,0,0
,73-R-0016,Oklahoma (OK),2021,Other Animals,0,185,8,0
,73-R-0016,Oklahoma (OK),2021,Cattle / Cow / Ox / Watusi,0,120,0,0
,73-R-0016,Oklahoma (OK),2021,Domestic Horse,0,60,8,0
,73-R-0016,Oklahoma (OK),2021,Alpaca,0,3,0,0
,73-R-0016,Oklahoma (OK),2021,Domestic Ferret,0,1,0,0
,73-R-0016,Oklahoma (OK),2021,Four-toed hedgehog (most common pet hedgehog),0,1,0,0
MURRAY STATE UNIVERSITY,61-R-0008,Kentucky (KY),2021,Dogs,0,7,9,0
,61-R-0008,Kentucky (KY),2021,Cats,1,17,2,0
,61-R-0008,Kentucky (KY),2021,Guinea Pigs,,,,
,61-R-0008,Kentucky (KY),2021,Hamsters,,,,
,61-R-0008,Kentucky (KY),2021,Rabbits,,,,
,61-R-0008,Kentucky (KY),2021,Non-Human Primates,,,,
,61-R-0008,Kentucky (KY),2021,Sheep,,,,
,61-R-0008,Kentucky (KY),2021,Pigs,54,14,0,0
,61-R-0008,Kentucky (KY),2021,Other Animals,46,59,0,0
,61-R-0008,Kentucky (KY),2021,Domestic Horse,15,30,0,0
,61-R-0008,Kentucky (KY),2021,Cattle / Cow / Ox / Watusi,31,29,0,0
Muscatine Community College,42-R-0048,Iowa (IA),2021,Dogs,0,77,20,0
,42-R-0048,Iowa (IA),2021,Cats,0,81,15,0
,42-R-0048,Iowa (IA),2021,Guinea Pigs,,,,
,42-R-0048,Iowa (IA),2021,Hamsters,,,,
,42-R-0048,Iowa (IA),2021,Rabbits,0,4,0,0
,42-R-0048,Iowa (IA),2021,Non-Human Primates,,,,
,42-R-0048,Iowa (IA),2021,Sheep,,,,
,42-R-0048,Iowa (IA),2021,Pigs,,,,
,42-R-0048,Iowa (IA),2021,Other Animals,0,0,0,0
N.A.S.A.,93-F-0006,California (CA),2021,Dogs,,,,
,93-F-0006,California (CA),2021,Cats,,,,
,93-F-0006,California (CA),2021,Guinea Pigs,,,,
,93-F-0006,California (CA),2021,Hamsters,0,3,0,0
,93-F-0006,California (CA),2021,Rabbits,0,0,13,0
,93-F-0006,California (CA),2021,Non-Human Primates,,,,
,93-F-0006,California (CA),2021,Sheep,,,,
,93-F-0006,California (CA),2021,Pigs,0,0,6,0
,93-F-0006,California (CA),2021,Other Animals,0,0,67,0
,93-F-0006,California (CA),2021,Mongolian gerbil (common pet / research variety),0,0,67,0
"NAMSA, LLC",31-R-0068,Ohio (OH),2021,Dogs,8,0,174,0
,31-R-0068,Ohio (OH),2021,Cats,,,,
,31-R-0068,Ohio (OH),2021,Guinea Pigs,1155,46613,447,0
,31-R-0068,Ohio (OH),2021,Hamsters,41,0,374,0
,31-R-0068,Ohio (OH),2021,Rabbits,1162,5016,3490,0
,31-R-0068,Ohio (OH),2021,Non-Human Primates,,,,
,31-R-0068,Ohio (OH),2021,Sheep,0,0,45,0
,31-R-0068,Ohio (OH),2021,Pigs,22,0,269,0
,31-R-0068,Ohio (OH),2021,Other Animals,0,0,0,0
NAMSA Minneapolis LLC,41-R-0074,Minnesota (MN),2021,Dogs,24,41,370,9
,41-R-0074,Minnesota (MN),2021,Cats,,,,
,41-R-0074,Minnesota (MN),2021,Guinea Pigs,336,7554,3,79
,41-R-0074,Minnesota (MN),2021,Hamsters,2,18,0,0
,41-R-0074,Minnesota (MN),2021,Rabbits,87,776,1409,0
,41-R-0074,Minnesota (MN),2021,Non-Human Primates,,,,
,41-R-0074,Minnesota (MN),2021,Sheep,26,20,365,0
,41-R-0074,Minnesota (MN),2021,Pigs,56,29,1711,0
,41-R-0074,Minnesota (MN),2021,Other Animals,2,0,11,0
,41-R-0074,Minnesota (MN),2021,Domestic Goat,0,0,7,0
,41-R-0074,Minnesota (MN),2021,Cattle / Cow / Ox / Watusi,2,0,4,0
NASH COMMUNITY COLLEGE VETERINARY MEDICAL TECH,55-R-0154,North Carolina (NC),2021,Dogs,0,0,51,0
,55-R-0154,North Carolina (NC),2021,Cats,0,0,43,0
,55-R-0154,North Carolina (NC),2021,Guinea Pigs,0,0,0,0
,55-R-0154,North Carolina (NC),2021,Hamsters,0,0,0,0
,55-R-0154,North Carolina (NC),2021,Rabbits,0,0,0,0
,55-R-0154,North Carolina (NC),2021,Non-Human Primates,0,0,0,0
,55-R-0154,North Carolina (NC),2021,Sheep,0,0,0,0
,55-R-0154,North Carolina (NC),2021,Pigs,0,0,0,0
,55-R-0154,North Carolina (NC),2021,Other Animals,0,0,5,0
,55-R-0154,North Carolina (NC),2021,Streaked tenrec,0,0,5,0
Nashville Zoo at Grassmere,63-R-0130,Tennessee (TN),2021,Dogs,0,0,0,0
,63-R-0130,Tennessee (TN),2021,Cats,0,0,0,0
,63-R-0130,Tennessee (TN),2021,Guinea Pigs,0,0,0,0
,63-R-0130,Tennessee (TN),2021,Hamsters,0,0,0,0
,63-R-0130,Tennessee (TN),2021,Rabbits,0,0,0,0
,63-R-0130,Tennessee (TN),2021,Non-Human Primates,0,0,0,0
,63-R-0130,Tennessee (TN),2021,Sheep,0,0,0,0
,63-R-0130,Tennessee (TN),2021,Pigs,0,0,0,0
,63-R-0130,Tennessee (TN),2021,Other Animals,0,0,0,0
NATHAN S KLINE INSTITUTE FOR PSYCH RES,21-R-0084,New York (NY),2021,Dogs,,,,
,21-R-0084,New York (NY),2021,Cats,,,,
,21-R-0084,New York (NY),2021,Guinea Pigs,,,,
,21-R-0084,New York (NY),2021,Hamsters,,,,
,21-R-0084,New York (NY),2021,Rabbits,,,,
,21-R-0084,New York (NY),2021,Non-Human Primates,0,20,4,0
,21-R-0084,New York (NY),2021,Sheep,,,,
,21-R-0084,New York (NY),2021,Pigs,,,,
,21-R-0084,New York (NY),2021,Other Animals,0,0,0,0
NATIONAL BIO AND AGRO-DEFENSE FACILITY (NBAF),48-F-0001,Kansas (KS),2021,Dogs,,,,
,48-F-0001,Kansas (KS),2021,Cats,,,,
,48-F-0001,Kansas (KS),2021,Guinea Pigs,,,,
,48-F-0001,Kansas (KS),2021,Hamsters,,,,
,48-F-0001,Kansas (KS),2021,Rabbits,,,,
,48-F-0001,Kansas (KS),2021,Non-Human Primates,,,,
,48-F-0001,Kansas (KS),2021,Sheep,,,,
,48-F-0001,Kansas (KS),2021,Pigs,,,,
,48-F-0001,Kansas (KS),2021,Other Animals,,,,
NATIONAL CANCER INSTITUTE AT FREDERICK,51-F-0008,Maryland (MD),2021,Dogs,,,,
,51-F-0008,Maryland (MD),2021,Cats,,,,
,51-F-0008,Maryland (MD),2021,Guinea Pigs,,,,
,51-F-0008,Maryland (MD),2021,Hamsters,,,,
,51-F-0008,Maryland (MD),2021,Rabbits,0,0,2,0
,51-F-0008,Maryland (MD),2021,Non-Human Primates,,,,
,51-F-0008,Maryland (MD),2021,Sheep,,,,
,51-F-0008,Maryland (MD),2021,Pigs,,,,
,51-F-0008,Maryland (MD),2021,Other Animals,0,0,0,0
NATIONAL HANSENS DISEASE,72-F-0004,Louisiana (LA),2021,Dogs,,,,
,72-F-0004,Louisiana (LA),2021,Cats,,,,
,72-F-0004,Louisiana (LA),2021,Guinea Pigs,,,,
,72-F-0004,Louisiana (LA),2021,Hamsters,,,,
,72-F-0004,Louisiana (LA),2021,Rabbits,,,,
,72-F-0004,Louisiana (LA),2021,Non-Human Primates,,,,
,72-F-0004,Louisiana (LA),2021,Sheep,,,,
,72-F-0004,Louisiana (LA),2021,Pigs,,,,
